Who?	('<SOS>', 'को?', '<EOS>')
When I was young, we used to swim in the river.	('<SOS>', 'म सानो छँदा, हामी खोलामा पौडी खेल्थ्यौं ।', '<EOS>')
Did you have any difficulty in finding my house?	('<SOS>', 'के मेरो घर भेट्टाउन गाह्रो पर्यो?', '<EOS>')
How long will it take me to walk to the station?	('<SOS>', 'मलाई हिड्दै स्टेशनसम्म पुग्न कति मिनेट लाग्ला?', '<EOS>')
I don't have time to answer all those questions.	('<SOS>', 'मसँग ती सबै प्रश्नहरूको जवाफ दिने समय छैन।', '<EOS>')
I don't think they've found a cure for that yet.	('<SOS>', 'मलाई लाग्दैन कि उनीहरूले अहिलेसम्म यसको उपचार फेला पारेका छन्।', '<EOS>')
I'm glad that Tom and Mary are both on our team.	('<SOS>', 'म खुसी छु कि टम र मेरी दुबै हाम्रो टोलीमा छन्।', '<EOS>')
Is there anyone here who hasn't yet eaten lunch?	('<SOS>', 'यहाँ कोही हुनुहुन्छ जसले अहिले सम्म खाजा खाएको छैन?', '<EOS>')
It took nearly three years to build that bridge.	('<SOS>', 'उक्त पुल निर्माणमा करिब तीन वर्ष लागेको थियो।', '<EOS>')
My mother always gets up earlier in the morning.	('<SOS>', 'मेरी आमा सधैं बिहान सबेरै उठ्नुहुन्छ।', '<EOS>')
Students from the suburbs come to school by bus.	('<SOS>', 'उपनगरका विद्यार्थीहरू बसबाट विद्यालय आउँछन् ।', '<EOS>')
Thanks for your suggestion. I'll think about it.	('<SOS>', 'तपाईंको सुझावको लागि धन्यवाद। म यसको बारेमा सोच्नेछु।', '<EOS>')
The car parked in front of Tom's house was blue.	('<SOS>', 'टमको घर अगाडि पार्क गरिएको कार निलो थियो।', '<EOS>')
Tom claims he can accurately predict the future.	('<SOS>', 'टमले भविष्यको सही भविष्यवाणी गर्न सक्ने दाबी गर्छन्।', '<EOS>')
Tom doesn't often have a chance to speak French.	('<SOS>', 'टमसँग प्राय: फ्रेन्च बोल्ने मौका हुँदैन।', '<EOS>')
As long as you remember to do that, you'll be OK.	('<SOS>', 'जबसम्म तपाइँ त्यो गर्न सम्झनुहुन्छ, तपाइँ ठीक हुनुहुनेछ।', '<EOS>')
As requested, we are submitting our final report.	('<SOS>', 'अनुरोध गरे अनुसार, हामी हाम्रो अन्तिम प्रतिवेदन पेश गर्दैछौं।', '<EOS>')
How old were you when you graduated from college?	('<SOS>', 'तपाईंले कलेजबाट स्नातक गर्दा कति वर्षको हुनुहुन्थ्यो?', '<EOS>')
I bought three apples, some eggs and some yogurt.	('<SOS>', 'मैले तीनवटा स्याउ, केही अण्डा र केही दही किनेँ।', '<EOS>')
I didn't think that Tom understood what you said.	('<SOS>', 'टमले तपाईले भनेको कुरा बुझ्नुभयो जस्तो मलाई लागेन।', '<EOS>')
I'm not very likely to find what I'm looking for.	('<SOS>', 'मैले खोजेको कुरा मैले भेट्टाउन सक्ने धेरै सम्भावना छैन।', '<EOS>')
London is one of the largest cities in the world.	('<SOS>', 'लन्डन विश्वका ठुला सहर मध्ये एक हो।', '<EOS>')
My grandmother is convalescing in a nursing home.	('<SOS>', 'मेरी हजुरआमा नर्सिङ होममा निको भइरहनुभएको छ।', '<EOS>')
The teacher wrote French words on the blackboard.	('<SOS>', 'शिक्षकले ब्ल्याकबोर्डमा फ्रान्सेली शब्दहरू लेखे।', '<EOS>')
Those two shirts are made from the same material.	('<SOS>', 'ती दुई शर्टहरू एउटै सामग्रीबाट बनाइएका हुन्।', '<EOS>')
Tom and Mary first met at a restaurant in Boston.	('<SOS>', 'टम र मेरी पहिलो पटक बोस्टनको एक रेस्टुरेन्टमा भेटेका थिए।', '<EOS>')
Tom has a hard time believing anything Mary says.	('<SOS>', 'टमलाई मेरीले भनेको कुरा पत्याउन गाह्रो हुन्छ।', '<EOS>')
Tom isn't studying French. He's studying English.	('<SOS>', 'टमले फ्रान्सेली भाषा पढिरहेको छैन। ऊ अंग्रेजी पढ्दै छ।', '<EOS>')
Tom started learning French when he was thirteen.	('<SOS>', 'टमले तेह्र वर्षको हुँदा फ्रेन्च सिक्न थाले।', '<EOS>')
What's your favorite song in last year's top 100?	('<SOS>', 'गत वर्षका उत्कृष्ट १०० गीतहरूमध्ये तपाईलाई मन पर्ने गीत कुन हो?', '<EOS>')
I don't think that Tom knows how to read or write.	('<SOS>', 'मलाई लाग्दैन कि टमलाई कसरी पढ्ने वा लेख्न भन्ने थाहा छ।', '<EOS>')
I don't think you have to worry about Tom anymore.	('<SOS>', 'मलाई लाग्दैन कि तपाईंले अब टमको बारेमा चिन्ता लिनु पर्छ।', '<EOS>')
I know that I won't be allowed to do that anymore.	('<SOS>', 'मलाई थाहा छ मलाई अब त्यसो गर्न दिइने छैन।', '<EOS>')
I'm from Australia, but now I live in New Zealand.	('<SOS>', 'म अष्ट्रेलियाबाट हुँ, तर अहिले म न्यूजील्याण्डमा बस्छु।', '<EOS>')
I'm very sorry, but there's really no alternative.	('<SOS>', 'म धेरै माफी चाहन्छु, तर त्यहाँ कुनै पनि विकल्प छैन।', '<EOS>')
I've already told Tom I don't want him to do that.	('<SOS>', 'मैले पहिले नै टमलाई भनिसकेको छु म उसले त्यसो गरून् भन्ने चाहन्न।', '<EOS>')
If you continue doing that, you'll get in trouble.	('<SOS>', 'यदि तपाईंले त्यसो गरिरहनुभयो भने, तपाईं समस्यामा पर्नुहुनेछ।', '<EOS>')
In the first place, we have to decide on the name.	('<SOS>', 'सबैभन्दा पहिले मैले नाम तय गर्नुपर्छ।', '<EOS>')
Japan began to import rice from the United States.	('<SOS>', 'जापानले अमेरिकाबाट चामल आयात गर्न थाल्यो।', '<EOS>')
She wants to be a tennis player when she grows up.	('<SOS>', 'उनी ठूली भएपछि टेनिस खेलाडी बन्न चाहन्छिन्।', '<EOS>')
