who?	<SOS> को? <EOS>
you could do that if you really wanted to.	<SOS> यदि तपाईं साँच्चै चाहनुहुन्छ भने तपाईंले त्यो गर्न सक्नुहुन्छ। <EOS>
you could do that if you really wanted to.	<SOS> यदि तिमी साँच्चै चाहान्छौ भने तिमीले त्यो गर्न सक्छौ। <EOS>
concert tickets are on sale at this office.	<SOS> यस कार्यालयमा कन्सर्टका टिकटहरू बिक्रीमा छन्। <EOS>
do you think it's safe to drink this water?	<SOS> के तपाईलाई यो पानी पिउन सुरक्षित छ भन्ने लाग्छ? <EOS>
everybody except us knew what was going on.	<SOS> के भइरहेको छ हामी बाहेक सबैलाई थाहा थियो। <EOS>
germany is about twice the size of uruguay.	<SOS> जर्मनी उरुग्वे भन्दा दोब्बर ठुलो छ। <EOS>
how long does it take to walk to city hall?	<SOS> सिटी हल सम्म हिड्दै जादा कति समय लाग्छ? <EOS>
i can't figure out why you don't like jazz.	<SOS> तपाईलाई ज्याज किन मन पर्दैन भन्ने कुरा म बुझ्न सक्दिन। <EOS>
i don't want to be involved in that matter.	<SOS> म यसमा संलग्न हुन चाहन्न। <EOS>
i first used a computer about 40 years ago.	<SOS> मैले ४० वर्ष अगाडी पहिलो पटक कम्प्युटर चलाएको थिए। <EOS>
i just wanted to see how you've been doing.	<SOS> म भर्खरै हेर्न चाहे कि तपाईं कस्तो गरिरहनुभएको छ। <EOS>
i think you need to keep your mouth closed.	<SOS> मलाई लाग्छ कि तपाईंले आफ्नो मुख बन्द राख्नुपर्छ। <EOS>
i thought that tom might be your boyfriend.	<SOS> टम तिम्रो प्रेमी हुन सक्छ भन्ने सोचेको थिएँ। <EOS>
i thought that we wouldn't have to do that.	<SOS> मैले सोचेँ कि हामीले त्यसो गर्नु पर्दैन। <EOS>
i want to eat the same thing tom is eating.	<SOS> म टमले जे खाइरहेको छ त्यही खान चाहन्छु। <EOS>
i'll bring you a cup of tea while you wait.	<SOS> तिमी पर्खँदा म एक कप चिया ल्याइदिन्छु। <EOS>
i'm sure tom will be ready to do that soon.	<SOS> टम फ्रान्सेली मा आश्चर्यजनक रूपमा राम्रो छ। <EOS>
it's almost three miles from here to there.	<SOS> यहाँदेखि त्यहाँसम्म करिब तीन किलोमिटर छ। <EOS>
mary joined the army when she was eighteen.	<SOS> मेरीअठार वर्षको हुँदा सेनामा भर्ना भएकी थिइन्। <EOS>
maybe i'm the one who should be doing that.	<SOS> सायद म नै हुँ जसले त्यसो गर्नु पर्छ। <EOS>
tell tom that i'm working as fast as i can.	<SOS> टमलाई भन्नुहोस् कि म सकेसम्म छिटो काम गरिरहेको छु। <EOS>
the photographs are the only proof we have.	<SOS> तस्बिरहरू मात्र हामीसँग प्रमाण हुन्। <EOS>
this chair was cheap, but it's comfortable.	<SOS> यो कुर्सी सस्तो थियो, तर यो सहज छ। <EOS>
this is exactly what i've been looking for.	<SOS> यो ठ्याक्कै मैले खोजेको कुरा हो। <EOS>
this is the only way to solve this problem.	<SOS> यो समस्या समाधान गर्ने एक मात्र तरिका हो। <EOS>
tom asked mary to take him to the hospital.	<SOS> उसलाई अस्पताल लैजान टमले मेरीलाई आग्रह गरे। <EOS>
tom doesn't care whether we do that or not.	<SOS> टमलाई वास्ता छैन कि हामीले त्यसो गर्छौं वा गर्दैनौं। <EOS>
tom looked pretty sick when i last saw him.	<SOS> मैले अन्तिम पटक देख्दा टम एकदमै बिरामी देखिन्थे। <EOS>
tom said he was glad that you weren't hurt.	<SOS> टमले भने तपाईलाई चोट नलागेकोमा उ खुसि थियो। <EOS>
tom wanted to know who mary was talking to.	<SOS> टम जान्न चाहन्थे मेरी कोसंग कुरा गर्दै थिहिन्। <EOS>
tom was aware that mary was staring at him.	<SOS> टमलाई थाहा थियो कि मेरीले उसलाई हेरिरहेकी छिन्। <EOS>
tom was reprimanded for being rude to mary.	<SOS> टमलाई मेरीसँग असभ्य व्यवहार गरेकोमा हप्काइयो। <EOS>
we're worried about what might happen next.	<SOS> हामी अब के हुन सक्छ भनेर चिन्तित छौं। <EOS>
where is it? i've been searching for hours.	<SOS> त्यो कहाँ छ? म घण्टौंदेखि खोज्दै छु । <EOS>
